date,year,month,day,region,country,category,medicine,age_group,units_sold,unit_price,stock_level,expiry_days_remaining,covid_flag
2022-07-16,2022,7,16,South Asia,India,Respiratory,,13-25,178,17.59,620,897,1
2023-02-07,2023,2,7,South America,Colombia,Vitamin,Vitamin C,26-45,495,10.85,21,907,0
2025-12-06,2025,12,6,South Asia,Bangladesh,Cardiovascular,Atorvastatin,26-45,500,28.97,15,220,0
2025-04-06,2025,4,6,North America,Mexico,Cardiovascular,Amlodipine,46-65,290,24.3,284,174,0
2021-11-22,2021,11,22,Africa,South Africa,Diabetes,Metformin,46-65,383,12.58,1230,344,1
2020-09-06,2020,9,6,Middle East,UAE,Antibiotic,Azithromycin,13-25,81,30.37,1394,291,1
2024-11-20,2024,11,20,Middle East,UAE,Respiratory,Salbutamol,46-65,155,19.41,1703,52,0
2025-06-14,2025,6,14,Middle East,Saudi Arabia,Respiratory,Salbutamol,26-45,108,16.05,1515,610,0
2024-03-30,2024,3,30,Oceania,New Zealand,Cough_Cold,Cough Syrup,NULL,220,14.37,491,538,0
2021-04-28,2021,4,28,South Asia,Bangladesh,Antibiotic,Azithromycin,26-45,113,24.14,1425,839,1
2020-09-15,2020,9,15,Africa,South Africa,Cough_Cold,Cough Syrup,26-45,322,10.46,1045,834,1
2022-11-27,2022,11,27,South Asia,Bangladesh,Chronic,Omeprazole,26-45,274,46.73,376,682,1
2022-10-30,2022,10,30,North America,Mexico,Antibiotic,Azithromycin,0-12,335,26.0,26,877,1
2025-08-06,2025,8,6,Europe,Saudi Arabia,Cardiovascular,Atorvastatin,46-65,202,22.38,1147,981,0
9999-99-99,2023,8,4,Middle East,UAE,Chronic,Omeprazole,26-45,425,36.8,839,906,0
2024-01-12,2024,1,12,South Asia,India,Cough_Cold,Cough Syrup,66-80,428,11.12,136,485,0
2021-05-16,2021,5,16,Oceania,Australia,Cardiovascular,Amlodipine,46-65,367,24.06,145,496,1
2024-06-13,2024,6,13,Africa,South Africa,Diabetes, Metformin ,26-45,258,17.98,225,517,0
2021-01-03,2021,1,3,South Asia,Bangladesh,Cough_Cold,Cough Syrup,65+,333,9.83,853,260,1
2025-05-13,2025,5,13,South America,Colombia,Pain_Relief, Paracetamol ,13-25,16,7.97,534,796,0
2020-03-30,2020,3,30,East Asia,China,Cardiovascular,Atorvastatin,26-45,114,27.91,482,108,1
2025-01-15,2025,1,15,Africa,South Africa,Vitamin,Vitamin C,65+,261,8.78,689,260,0
2024-01-03,2024,1,3,North America,Canada,Respiratory, Salbutamol ,26-45,186,22.84,1813,651,0
2023-12-31,2023,12,31,Oceania,New Zealand,Chronic,Omeprazole,65+,47,33.1,72,955,0
2023-10-16,2023,10,16,Europe,France,Diabetes,Metformin,65+,50000,10000,33,904,0
2023-08-29,2023,8,29,East Asia,Japan,Antibiotic,Amoxicillin,0-12,377,31.33,14,645,0
2021-04-02,2021,4,2,Middle East,UAE,Vitamin,Vitamin C,46-65,132,9.16,1347,241,1
2024-06-06,2024,6,6,South Asia,Bangladesh, Cough_Cold ,Cough Syrup,26-45,63,12.05,1278,-17,0
2020-06-13,2020,6,13,Europe,UK,Cough_Cold,Cough Syrup,26-45,395,11.57,79,587,1
2022-12-29,2022,12,29, South Asia ,India,Antibiotic,Amoxicillin,13-25,158,24.16,240,579,1
2022-01-17,2022,1,17,South America, Colombia ,Vitamin,Vitamin C,13-25,289,8.69,440,533,1
2021-11-05,2021,11,5,Middle East,UAE,Cough_Cold,Cough Syrup,0-12,10,11.59,1956,83,1
2020-05-24,2020,5,24, Middle East ,Saudi Arabia,Vitamin,Vitamin C,46-65,50,9.75,267,45,1
2023-02-02,2023,2,2,Africa,South Africa,Cardiovascular,Amlodipine,46-65,379,28.92,1284,225,0
2021-07-13,2021,7,13,Europe,UK,Vitamin,Vitamin C,26-45,163,8.62,778,600,1
2021-07-26,2021,7,26,South America,Brazil,Antibiotic,Azithromycin,26-45,261,28.65,-163,71,1
2023-01-04,2023,1,4,Africa,South Africa,Cough_Cold,Cough Syrup,13-25,212,13.74,377,940,0
2020-10-04,2020,10,4,Africa,Nigeria,Cardiovascular,Atorvastatin,46-65,147,29.29,1422,749,1
2022-10-16,2022,10,16,East Asia,Japan,Vitamin,Vitamin C, 26-45 ,467,8.31,708,430,1
2021-06-15,2021,6,15,North America,USA,Cardiovascular,Atorvastatin,65+,324,29.66,33,809,1
2022-06-29,2022,6,29,South Asia,India,Vitamin,Vitamin C,26-45,132,10.75,1639,970,1
2025-03-01,2025,3,1,Europe,Italy,Respiratory,Salbutamol,26-45,283,20.36,400,975,0
2021-04-25,2021,4,25,East Asia,China,Vitamin,Vitamin C,13-25,63,8.34,1004,940,1
2020-10-02,2020,10,2,South America,Colombia,Respiratory,Salbutamol,26-45,75,16.72,377,391,1
2020-12-30,2020,12,30,South America,Argentina,Vitamin,Vitamin C, 26-45 ,24,11.13,735,597,No
2020-09-02,2020,9,2,Oceania, Australia ,Cough_Cold,Cough Syrup,13-25,327,,214,629,1
2025-09-08,2025,9,8,Middle East,UAE,Diabetes,Metformin,46-65,450,12.71,626,885,0
2025-08-04,2025,8,4,Africa,South Africa,Vitamin,Vitamin C,0-12,439,10.55,1000,256,0
2025-03-06,2025,3,6,Africa,South Africa,,Paracetamol,0-12,273,8.95,204,57,0
2021-01-16,2021,1,16,South Asia,Bangladesh,Antibiotic,Azithromycin,0-12,218,35.41,505,499,1
2025-07-18,2025,7,18,Middle East,Saudi Arabia,Pain_Relief,Paracetamol, 46-65 ,103,7.42,1310,259,0
2021-10-21,2021,10,21,Europe,Germany,Vitamin,Vitamin C,26-45,229,9.68,946,543,1
2024-01-24,2024,1,24,Europe,Italy,Chronic,Omeprazole,65+,110,40.56,806,504,0
2020-12-07,2020,12,7,Europe,France,Antibiotic,Azithromycin,13-25,50000,10000,1204,793,1
2021-05-24,2021,5,24,South Asia,India,Cough_Cold,Cough Syrup,26-45,277,10.97,970,595,1
2020-10-31,2020,10,31,East Asia,South Korea,Pain_Relief, Paracetamol ,26-45,48,,1229,453,1
2020-03-26,2020,3,26, Africa ,South Africa,Vitamin,Vitamin C,46-65,72,11.29,1021,683,1
2021-04-26,2021,4,26,Europe,Italy,Pain_Relief,Ibuprofen,46-65,94,9.32,527,719,1
2022-03-27,2022,3,27,Africa,Nigeria,Pain_Relief,Ibuprofen,26-45,172,7.4,811,982,1
2020-09-06,2020,9,6,South Asia,India,Pain_Relief,Ibuprofen,13-25,373,9.35,844,439,1
2020-09-22,2020,9,22,Oceania,Australia,Vitamin, Vitamin C ,46-65,379,8.29,46,153,1
2020-10-26,2020,10,26,Oceania,New Zealand,Vitamin,Vitamin C,26-45,239,8.62,374,427,1
2025-12-29,2025,12,29,South America,Brazil,Diabetes,Metformin,26-45,311,12.2,50,718,0
2025-11-19,2025,11,19,South America,Brazil,Cough_Cold,Cough Syrup,26-45,373,12.37,53,719,0
2020-03-31,2020,3,31,East Asia,Japan, Vitamin ,Vitamin C,46-65,401,10.63,548,203,1
2025-09-14,2025,9,14,Europe,Germany,Diabetes,Metformin,26-45,436,12.04,1555,238,0
2024-09-26,2024,9,26,Oceania,New Zealand,Vitamin,Vitamin C,13-25,137,11.0,1515,698,0
2025-05-24,2025,5,24,South America,Colombia,Chronic,Omeprazole,46-65,290,37.94,744,42,0
2021-07-11,2021,7,11,East Asia,South Korea,Cardiovascular,Atorvastatin,65+,306,24.65,114,365,1
2021-04-03,2021,4,3,South America,Colombia, Pain_Relief , Paracetamol ,26-45,132,7.07,1419,672,1
2022-02-17,2022,2,17,East Asia,China,Diabetes,Metformin,46-65,45,14.19,1397,668,1
2023-06-03,2023,6,3,South America,Brazil,Cardiovascular,Atorvastatin,46-65,468,20.83,137,871,0
2022-12-12,2022,12,12,South Asia,India,Vitamin,Vitamin C,26-45,70,9.24,1409,675,1
2023-05-06,2023,5,6,Europe,France,Cough_Cold,Cough Syrup,46-65,433,11.31,695,905,0
2020-10-17,2020,10,17,Africa,South Africa,Antibiotic,Azithromycin,13-25,498,28.44,404,344,1
2025-01-11,2025,1,11,South America,Argentina,Antibiotic,Amoxicillin,26-45,350,24.17,555,403,0
2021-12-17,2021,12,17,Middle East,UAE,Antibiotic,Azithromycin,13-25,92,29.43,1825,604,1
2021-12-08,2021,12,8,Europe,Germany,Antibiotic,Azithromycin,46-65,191,29.96,1141,857,1
2024-08-04,2024,8,4,North America,USA,Diabetes,Metformin,46-65,314,16.88,554,679,0
2022-02-21,2022,2,21,Middle East,UAE,Vitamin,Vitamin C,26-45,99,11.03,1564,743,1
2025-11-26,2025,11,26,South America,Brazil,Diabetes,Metformin,65+,127,13.49,1859,658,0
2025-02-20,2025,2,20,Africa,South Africa,Pain_Relief,Ibuprofen,46-65,60,7.68,1304,861,0
2022-06-26,2022,6,26,South America,Brazil,Diabetes,Metformin,46-65,200,13.77,461,522,1
2020-10-21,2020,10,21,Europe,Italy,Antibiotic,Amoxicillin,26-45,463,-25.59,35,764,1
2024-08-06,2024,8,6,South America,Colombia,Pain_Relief,Paracetamol,46-65,385,8.02,1561,390,0
2022-04-13,2022,4,13,East Asia,South Korea,Antibiotic,Amoxicillin,46-65,449,30.55,791,141,1
2024-09-15,2024,9,15,Middle East,UAE,Chronic,Omeprazole, 65+ ,49,32.84,1211,775,0
2023-11-07,2023,11,7,Middle East,Saudi Arabia,Chronic,Omeprazole,46-65,164,33.18,802,969,0
2023-04-26,2023,4,26,East Asia,Japan,Chronic,Omeprazole,26-45,458,37.17,1529,318,0
2023-07-01,2023,7,1,North America,USA,Cardiovascular,Atorvastatin,65+,217,20.32,1404,935,0
2024-01-12,2024,1,12, Africa ,Nigeria,Diabetes,Metformin,65+,76,15.3,1824,47,0
2025-08-07,2025,8,7,East Asia,South Korea,Antibiotic,Azithromycin,65+,300,28.68,25,882,0
2024-09-02,2024,9,2,North America,USA,Respiratory,Salbutamol,13-25,419,23.41,427,264,0
2021-05-01,2021,5,1,East Asia,China,Antibiotic,Amoxicillin,65+,457,32.67,39,892,1
2020-01-23,2020,1,23,Oceania,New Zealand,Respiratory,Salbutamol,0-12,426,19.85,97,900,1
2021-04-30,2021,4,30,South Asia,India,Cough_Cold,Cough Syrup,13-25,263,10.98,717,906,1
2025-01-26,2025,1,26,Middle East,Saudi Arabia,Antibiotic,Amoxicillin,46-65,408,24.17,1658,870,0
2021-03-29,2021,3,29,Oceania,New Zealand,Diabetes,Metformin,46-65,308,14.17,943,399,1
2020-12-08,2020,12,8,Middle East,Saudi Arabia,Chronic,Omeprazole,13-25,68,37.72,552,632,1
2024-06-09,2024,6,9,South America,Argentina,Chronic,Omeprazole,46-65,97,42.24,1722,780,0
2025-12-31,2025,12,31,East Asia,South Korea,Diabetes,Metformin,65+,460,14.23,951,823,0
2020-05-30,2020,5,30,South America,Brazil,Cough_Cold,Cough Syrup,13-25,14,12.11,849,685,1
2021-12-15,2021,12,15,Oceania,Australia,Respiratory,Salbutamol,26-45,388,16.85,40,760,1
2023-09-22,2023,9,22,South Asia,India,Respiratory,Salbutamol,26-45,409,21.83,1548,205,0
2023-10-06,2023,10,6,South Asia,India,Pain_Relief,Paracetamol,0-12,297,8.14,563,323,0
2025-11-29,2025,11,29,South America,Brazil,Vitamin,Vitamin C,13-25,497,9.74,151,620,0
2020-07-25,2020,7,25,South America,Brazil,Vitamin,Vitamin C,26-45,484,8.03,11,798,1
2024-12-03,2024,12,3,South America,Argentina,Diabetes,Metformin,0-12,50000,10000,360,789,0
2022-07-26,2022,7,26,South Asia,India,Diabetes,Metformin,46-65,86,12.67,1889,87,1
2023-01-19,2023,1,19,North America,Canada,Cardiovascular,Atorvastatin,65+,96,24.26,1778,916,0
2022-05-16,2022,5,16,Middle East,Saudi Arabia,Diabetes,Metformin,26-45,197,15.5,1747,344,1
2021-02-22,2021,2,22,South Asia,India,Cardiovascular,Atorvastatin,Adult,421,23.38,289,328,1
2024-11-22,2024,11,22,North America,USA,Antibiotic,Azithromycin,26-45,479,30.48,37,281,0
2025-08-14,2025,8,14,Africa,Nigeria,Diabetes,Metformin,46-65,168,13.66,92,238,0
2024-01-07,2024,1,7,South Asia,Bangladesh,Respiratory,Salbutamol,46-65,274,23.45,1548,188,0
2022-05-07,2022,5,7,North America,Mexico,Vitamin,Vitamin C,0-12,249,8.18,1604,615,1
2020-10-20,2020,10,20,Middle East,Saudi Arabia,Vitamin,Vitamin C,26-45,222,10.79,162,949,1
2021-07-27,2021,7,27,Africa,Nigeria,Cardiovascular,Amlodipine,26-45,213,29.79,1557,816,1
2021-05-13,2021,5,13,South America,Brazil,Diabetes,Metformin,65+,366,17.38,202,508,1
2023-07-21,2023,7,21,South Asia,India,Chronic,Omeprazole,65+,18,40.67,418,788,0
2021-07-18,2021,7,18,East Asia,Japan,Diabetes,Metformin,13-25,252,15.92,399,535,1
2024-07-19,2024,7,19,South America,Colombia,Vitamin,Vitamin C,26-45,440,8.29,234,489,0
2025-02-27,2025,2,27,Middle East,Saudi Arabia,Cough_Cold,Cough Syrup,46-65,325,13.17,12,549,0
2023-12-13,2023,12,13,Africa,Nigeria,Diabetes,Metformin,0-12,486,15.55,304,268,0
2022-08-23,2022,8,23,East Asia,China,Pain_Relief,Paracetamol,65+,41,8.74,916,191,1
2023-05-14,2023,5,14,South Asia,India,Vitamin,Vitamin C,13-25,261,11.13,1557,965,0
2021-05-23,2021,5,23,North America,Canada,Chronic,Omeprazole,46-65,370,47.89,951,210,1
2021-03-04,2021,3,4,Middle East,UAE,Respiratory,Salbutamol,65+,169,22.08,1390,187,1
2023-08-14,2023,8,14,Africa,South Africa,Antibiotic,Amoxicillin,46-65,153,26.21,1742,561,0
2020-03-02,2020,3,2,Africa, South Africa ,Cardiovascular,Atorvastatin,46-65,187,25.67,1306,884,1
2022-04-29,2022,4,29,Africa,Nigeria,Antibiotic,Azithromycin,65+,72,28.54,596,729,1
2022-11-25,2022,11,25,Africa,Japan,Cough_Cold,Cough Syrup,46-65,467,12.74,36,254,1
2023-05-24,2023,5,24,South America,Brazil,Vitamin,Vitamin C,26-45,191,10.82,483,354,0
2023-08-18,2023,8,18,Europe,Germany, Vitamin,Vitamin C,26-45,78,10.03,1652,366,0
2023-07-10,2023,7,10,South Asia,India,Diabetes,Metformin,46-65,185,15.21,1335,90,0
2020-09-30,2020,9,30,North America,Canada,Vitamin,Vitamin C,26-45,380,9.18,1388,114,1
2023-10-30,2023,10,30,Middle East,Saudi Arabia,Chronic,Omeprazole,65+,53,41.31,1076,851,0
2022-10-13,2022,10,13,Middle East,Saudi Arabia,Respiratory,Salbutamol,26-45,99,22.56,20,905,1
2020-05-05,2020,5,5,South America,Brazil,Antibiotic,Amoxicillin,26-45,325,35.49,1086,391,1
2022-06-16,2022,6,16,North America,Mexico,Chronic,Omeprazole,46-65,50000,10000,1865,455,1
2022-12-10,2022,12,10,Oceania,Australia,Vitamin,Vitamin C,65+,432,8.2,1262,964,1
2021-10-13,2021,10,13,Middle East,UAE,Antibiotic,Amoxicillin,46-65,49,25.89,1714,705,1
2024-11-09,2024,11,9,Europe,Italy,Pain_Relief,Ibuprofen,0-12,175,7.48,239,538,0
2020-02-08,2020,2,8,Oceania,New Zealand,Diabetes,Metformin,46-65,223,16.25,114,940,1
2023-08-08,2023,8,8,Oceania,New Zealand,Pain_Relief,Paracetamol,0-12,150,9.55,139,360,0
2025-01-26,2025,1,26,Oceania,New Zealand,Vitamin,Vitamin C,26-45,348,9.81,1669,872,0
2024-08-25,2024,8,25,North America,Mexico,Diabetes,Metformin,46-65,161,17.35,782,682,0
2024-12-23,2024,12,23,Oceania,New Zealand,Pain_Relief,Ibuprofen,13-25,304,9.47,1175,939,0
2023-02-19,2023,2,19,Middle East,Saudi Arabia,Vitamin,Vitamin C,65+,252,11.84,1302,155,0
2024-02-05,2024,2,5,Oceania,New Zealand,Diabetes,Metformin,26-45,384,13.62,1019,127,0
2020-05-09,2020,5,9,East Asia,China,Pain_Relief,Ibuprofen,26-45,45,7.46,1483,199,1
2021-01-11,2021,1,11,Oceania,New Zealand,Vitamin, Vitamin C ,26-45,487,-10.32,-757,341,1
2023-12-30,2023,12,30,South Asia,Bangladesh,Vitamin,Vitamin C,13-25,181,11.3,478,806,0
2023-01-04,2023,1,4,North America,USA,Diabetes,Metformin,46-65,373,12.65,21,869,0
2024-10-30,2024,10,30,South Asia,Bangladesh,Chronic,Omeprazole,65+,158,34.61,21,450,0
2025-08-02,2025,8,2,South Asia,Bangladesh,Pain_Relief,Ibuprofen,26-45,29,6.51,1235,407,0
2020-10-30,2020,10,30,South Asia,Bangladesh,Pain_Relief,Ibuprofen,26-45,462,7.51,436,407,1
2023-01-21,2023,1,21,South Asia,India,Diabetes,Metformin,26-45,50,14.3,311,295,0
2021-06-29,2021,6,29,North America,Mexico,Chronic,Omeprazole,65+,436,41.09,22,179,1
2021-02-05,2021,2,5,Africa,Nigeria,Vitamin,Vitamin C,13-25,83,11.94,1109,887,1
2023-12-08,2023,12,8,South Asia,India,Cardiovascular,Amlodipine,65+,373,29.55,140,363,
2023-07-23,2023,7,23,North America,USA,Cardiovascular,Atorvastatin,26-45,201,20.15,1622,88,0
2025-08-26,2025,8,26,Europe,France,Vitamin,Vitamin C,13-25,496,9.42,955,74,2
2022-02-09,2022,2,9,Middle East,UAE,Vitamin,Vitamin C,26-45,120,11.51,1257,986,1
2021-11-14,2021,11,14,South America,Brazil,Diabetes,Metformin,46-65,476,12.62,842,612,1
2022-03-21,2022,3,21,Middle East,Saudi Arabia,Vitamin,Vitamin C,26-45,320,8.79,355,414,1
2024-07-09,2024,7,9,South America,Colombia,Chronic,Omeprazole,46-65,312,42.79,251,644,0
2024-09-30,2024,9,30,East Asia,Japan,Chronic,Omeprazole,13-25,62,36.03,1850,748,0
2025-10-21,2025,10,21,East Asia,South Korea,Antibiotic,Amoxicillin,65+,110,26.43,434,52,0
2023-05-04,2023,5,4,Oceania,New Zealand,Respiratory,Salbutamol,13-25,435,21.99,1107,892,0
2023-05-19,2023,5,19,Europe, UK ,Diabetes,Metformin,65+,435,15.49,1054,844,0
2025-05-18,2025,5,18,Africa,Nigeria,Chronic,Omeprazole,26-45,470,34.71,32,89,0
2020-10-15,2020,10,15,Oceania,Australia,Antibiotic,Azithromycin,13-25,467,28.0,35,477,1
2022-04-07,2022,4,7,South America,Colombia,Cardiovascular,Amlodipine,65+,65,24.69,281,883,1
2022-02-21,2022,2,21,South Asia,Bangladesh,Vitamin,Vitamin C,26-45,310,9.23,314,204,1
2021-09-26,2021,9,26,Middle East,UAE,Cardiovascular,Atorvastatin,26-45,241,25.94,746,917,1
2022-06-10,2022,6,10,North America,Canada,Vitamin,Vitamin C,46-65,435,9.82,797,640,1
2023-03-14,2023,3,14,South Asia,India,Cough_Cold,Cough Syrup,13-25,321,11.44,24,305,0
2021-05-07,2021,5,7,East Asia,China,Antibiotic,Azithromycin,46-65,417,26.89,1345,551,1
2023-04-12,2023,4,12,North America,USA,Respiratory,Salbutamol,26-45,269,20.99,400,718,0
2022-03-30,2022,3,30,South America,Argentina,Cough_Cold,Cough Syrup,13-25,393,10.16,125,505,
2025-06-12,2025,6,12,South America,Brazil,Cardiovascular,Amlodipine,65+,256,23.24,15,839,0
2022-12-22,2022,12,22,East Asia,Japan,Diabetes,Metformin,13-25,50000,10000,28,873,1
2022-03-02,2022,3,2,Oceania,New Zealand,Cardiovascular,Atorvastatin,65+,85,27.19,1686,230,1
2024-11-22,2024,11,22,Europe,Germany,Cardiovascular,Atorvastatin,65+,267,28.56,1306,552,0
2022-08-16,2022,8,16,North America,Canada,Cardiovascular,Atorvastatin,46-65,311,25.33,506,365,3
2022-04-02,2022,4,2,Africa,South Africa,Vitamin,Vitamin C,65+,441,8.65,1447,649,1
2025-10-16,2025,10,16,East Asia,South Korea,Respiratory,Salbutamol,26-45,100,23.43,1177,828,0
2025-05-06,2025,5,6,North America,USA,Cough_Cold,Cough Syrup,13-25,285,9.65,36,582,0
2023-08-01,2023,8,1,South Asia,Bangladesh,Respiratory,Salbutamol,65+,156,19.3,1097,311,0
2025-11-12,2025,11,12,Africa,Nigeria,Vitamin,Vitamin C,0-12,79,-10.18,-861,749,0
2022-02-19,2022,2,19,Oceania,Australia,Vitamin,Vitamin C,13-25,63,10.29,1807,927,1
2025-07-17,2025,7,17,Oceania,New Zealand,Respiratory,Salbutamol,26-45,41,16.76,984,329,0
2023-08-28,2023,8,28,South America,Colombia,Pain_Relief,Ibuprofen,26-45,357,7.49,31,743,0
2023-02-04,2023,2,4,South Asia,Bangladesh,Diabetes,Metformin,26-45,434,16.7,305,137,0
2022-09-24,2022,9,24,Africa,South Africa,Diabetes,Metformin,65+,451,17.36,1423,442,1
2022-02-10,2022,2,10,Europe,Germany,Respiratory,Salbutamol,26-45,307,19.33,1386,298,1
2024-11-15,2024,11,15,Europe,UK,Cardiovascular,Amlodipine,65+,208,20.77,1461,808,0
2025-08-04,2025,8,4,Africa,Nigeria,Vitamin,Vitamin C,26-45,216,9.05,33,189,0
2020-08-17,2020,8,17,South America,Brazil,Antibiotic,Azithromycin,13-25,234,25.1,996,718,1
2025-04-07,2025,4,7,South America,Argentina,Chronic,Omeprazole,65+,340,46.53,1105,435,0
2021-07-09,2021,7,9,South Asia,Bangladesh, Respiratory ,Salbutamol,46-65,320,21.95,187,853,1
2021-12-05,2021,12,5,East Asia,China,Diabetes,Metformin,65+,306,12.3,797,388,1
2020-10-18,2020,10,18,Europe,Italy,Vitamin,Vitamin C,13-25,236,11.05,1095,-27,1
2021-03-26,2021,3,26,Africa,Nigeria,Diabetes,Metformin,65+,270,17.52,756,338,1
2020-07-30,2020,7,30,Africa,South Africa,Respiratory,Salbutamol,26-45,453,19.71,22,838,1
2020-11-20,2020,11,20,Oceania,,Cardiovascular,Atorvastatin,13-25,358,28.86,272,124,1
2021-10-25,2021,10,25,Europe,France,Cardiovascular,Atorvastatin,46-65,84,23.59,1614,81,1
2020-08-03,2020,8,3,Oceania,New Zealand,Pain_Relief,Paracetamol,26-45,233,9.59,978,563,1
2020-09-26,2020,9,26,South America,Argentina,Pain_Relief,Ibuprofen,0-12,35,7.34,1201,127,1
,2023,11,2,Europe,Italy,Diabetes,Metformin,65+,407,12.86,1531,955,0
2021-06-06,2021,6,6,Middle East,Saudi Arabia,Antibiotic,Amoxicillin,46-65,119,-25.32,1248,203,1
,2022,5,2, North America ,Mexico,Respiratory,Salbutamol,65+,300,20.86,1643,543,1
2024-04-26,2024,4,26,South Asia,India,Respiratory,Salbutamol,65+,,18.03,1566,934,0
2025-01-10,2025,1,10,Middle East,Saudi Arabia,Pain_Relief,Ibuprofen,0-12,33,9.53,952,305,0
2022-11-17,2022,11,17,Africa,South Africa,Antibiotic,Azithromycin,26-45,253,35.76,40,59,1
2020-04-14,2020,4,14,Europe,Germany,Diabetes,Metformin,65+,127,14.24,1155,267,1
2022-03-08,2022,3,8,South Asia,India,Diabetes,Metformin,65+,179,16.37,176,443,1
,2025,3,22,South Asia,Bangladesh,Pain_Relief,Paracetamol,65+,153,6.86,1505,648,0
9999-99-99,2023,9,1,East Asia,Japan,Vitamin,Vitamin C,0-12,50000,10000,1128,445,0
2021-03-25,2021,3,25,Middle East,Saudi Arabia,Diabetes,Metformin,26-45,394,17.93,10,73,1
2020-05-06,2020,5,6,North America,Canada,Respiratory,Salbutamol,46-65,50,20.17,1686,235,1
2023-10-05,2023,10,5,Middle East,UAE,Cough_Cold,Cough Syrup,26-45,77,10.36,1759,770,0
2023-01-28,2023,1,28,Oceania,Australia,Antibiotic,Azithromycin,13-25,458,31.62,1032,49,0
2021-10-26,2021,10,26,South Asia,India,Antibiotic,Amoxicillin,65+,369,28.9,918,419,1
2021-04-08,2021,4,8,Middle East,UAE,Chronic,Omeprazole,65+,257,36.64,505,32,1
2025-02-15,2025,2,15,North America,Mexico,Respiratory,Salbutamol,26-45,272,16.8,550,512,0
2020-06-16,2020,6,16,South America,Brazil,Diabetes,Metformin,46-65,490,16.98,57,85,1
2023-07-28,2023,7,28,Africa,South Africa,Diabetes,Metformin,65+,171,13.95,1514,267,0
2024-06-23,2024,6,23,North America,Mexico,Cardiovascular,Atorvastatin,26-45,500,22.76,240,202,0
2023-05-21,2023,5,21,Middle East,Saudi Arabia,Cough_Cold,Cough Syrup,13-25,296,12.47,1543,926,0
2020-01-29,2020,1,29,South America,Brazil,Cough_Cold,Cough Syrup,65+,437,12.33,33,957,1
2024-12-13,2024,12,13,Oceania,New Zealand,Cardiovascular,Atorvastatin,46-65,143,23.33,74,789,0
2021-04-28,2021,4,28,South America,Brazil,Cough_Cold,Cough Syrup,0-12,263,10.07,1151,54,1
2022-11-15,2022,11,15,Europe,France,Vitamin,Vitamin C,26-45,179,11.98,910,422,1
2020-05-27,2020,5,27,Europe,UK,Pain_Relief,Paracetamol,0-12,211,7.22,4,456,1
2020-07-19,2020,7,19,East Asia,South Korea,Diabetes,Metformin,65+,455,16.64,892,800,1
2020-07-19,2020,7,19,North America,USA,Respiratory,Salbutamol,0-12,57,18.36,140,-42,1
2025-10-01,2025,10,1,Africa,South Africa,Pain_Relief,Paracetamol,26-45,439,8.48,761,772,0
2025-03-06,2025,3,6,Africa,South Africa,Pain_Relief,Paracetamol,13-25,485,8.65,1142,834,0
2025-09-02,2025,9,2,South America,Brazil,Respiratory,Salbutamol,13-25,398,19.08,882,290,0
2024-12-05,2024,12,5,North America,Canada,Pain_Relief,Ibuprofen,13-25,326,9.23,1239,434,0
2025-04-12,2025,4,12,East Asia,South Korea,Diabetes,Metformin,46-65,308,14.57,131,159,0
2024-01-29,2024,1,29,Middle East,UAE,Antibiotic,Amoxicillin,0-12,13,33.23,585,515,0
2023-06-26,2023,6,26,South America,Argentina,Cardiovascular,Atorvastatin,65+,465,22.14,1226,522,0
2021-09-11,2021,9,11,Oceania,Australia,Antibiotic,Azithromycin,46-65,58,28.98,607,954,1
2022-11-29,2022,11,29,Oceania,New Zealand,Vitamin,Vitamin C,0-12,236,8.4,1379,162,1
2023-09-05,2023,9,5,Europe,Germany,Pain_Relief,Ibuprofen,0-12,497,6.95,982,675,0
2023-07-16,2023,7,16,Oceania,New Zealand,Cardiovascular,Atorvastatin,65+,433,27.12,1351,997,0
2023-09-23,2023,9,23,Europe,Italy,Respiratory,Salbutamol,0-12,61,18.46,928,41,0
2023-06-18,2023,6,18,East Asia,Japan,Cardiovascular,Amlodipine,46-65,314,27.27,412,660,0
2022-06-17,2022,6,17,South America,Brazil,Antibiotic,Azithromycin,26-45,252,28.35,15,91,1
2025-06-25,2025,6,25,South Asia,India,Cough_Cold,Cough Syrup,13-25,359,10.62,117,911,0
2025-01-12,2025,1,12,Africa,South Africa,Respiratory,Salbutamol,26-45,325,17.86,1201,346,0
2024-03-30,2024,3,30,Oceania,New Zealand,Cardiovascular,Atorvastatin,46-65,299,29.27,906,583,0
2022-10-20,2022,10,20,Africa,South Africa,Vitamin, Vitamin C ,0-12,399,10.31,205,36,1
